Date,Open,Close,Ticker
2013-01-02,131.3,131.66,GS
2013-01-03,131.7,130.94,GS
2013-01-04,130.93,134.51,GS
2013-01-07,134.12,134.26,GS
2013-01-08,133.71,133.05,GS
2013-01-09,133.4,134.32,GS
2013-01-10,135.07,137.37,GS
2013-01-11,137.02,137.13,GS
2013-01-14,137.19,136.13,GS
2013-01-15,135.55,135.59,GS
2013-01-16,138.94,141.09,GS
2013-01-17,140.89,141.01,GS
2013-01-18,141.35,144.45,GS
2013-01-22,144.01,145.95,GS
2013-01-23,145.78,145.56,GS
2013-01-24,145.0,144.96,GS
2013-01-25,144.18,144.46,GS
2013-01-28,144.43,144.15,GS
2013-01-29,144.1,147.1,GS
2013-01-30,146.81,147.15,GS
2013-01-31,146.26,147.86,GS
2013-02-01,148.51,149.9,GS
2013-02-04,148.25,147.52,GS
2013-02-05,148.35,150.45,GS
2013-02-06,149.75,151.12,GS
2013-02-07,150.76,150.26,GS
2013-02-08,150.78,151.6,GS
2013-02-11,151.42,152.24,GS
2013-02-12,152.48,154.11,GS
2013-02-13,154.11,154.52,GS
2013-02-14,153.84,155.93,GS
2013-02-15,156.4,154.99,GS
2013-02-19,155.69,158.65,GS
2013-02-20,158.22,155.18,GS
2013-02-21,153.72,150.88,GS
2013-02-22,152.37,154.09,GS
2013-02-25,155.19,147.65,GS
2013-02-26,148.11,148.0,GS
2013-02-27,147.87,151.65,GS
2013-02-28,151.35,149.76,GS
2013-03-01,148.12,150.53,GS
2013-03-04,150.01,152.18,GS
2013-03-05,153.45,152.96,GS
2013-03-06,154.06,154.13,GS
2013-03-07,154.7,156.62,GS
2013-03-08,155.89,152.98,GS
2013-03-11,152.45,153.3,GS
2013-03-12,153.3,151.85,GS
2013-03-13,152.03,151.91,GS
2013-03-14,152.27,154.02,GS
2013-03-15,151.35,154.84,GS
2013-03-18,152.53,151.95,GS
2013-03-19,152.61,148.84,GS
2013-03-20,150.02,150.13,GS
2013-03-21,149.29,145.38,GS
2013-03-22,146.51,146.6,GS
2013-03-25,147.99,146.11,GS
2013-03-26,148.29,146.54,GS
2013-03-27,145.88,147.84,GS
2013-03-28,148.12,147.15,GS
2013-04-01,146.67,146.04,GS
2013-04-02,145.27,146.68,GS
2013-04-03,146.76,143.41,GS
2013-04-04,143.52,142.99,GS
2013-04-05,140.61,143.69,GS
2013-04-08,143.73,143.82,GS
2013-04-09,144.32,146.52,GS
2013-04-10,147.3,149.46,GS
2013-04-11,149.46,149.07,GS
2013-04-12,148.4,149.12,GS
2013-04-15,148.75,146.46,GS
2013-04-16,148.13,144.1,GS
2013-04-17,142.99,140.6,GS
2013-04-18,140.09,138.6,GS
2013-04-19,139.31,138.72,GS
2013-04-22,139.01,139.52,GS
2013-04-23,140.44,142.94,GS
2013-04-24,143.27,143.93,GS
2013-04-25,144.11,144.76,GS
2013-04-26,144.5,144.11,GS
2013-04-29,144.54,145.11,GS
2013-04-30,145.19,146.07,GS
2013-05-01,145.83,142.61,GS
2013-05-02,142.68,143.67,GS
2013-05-03,145.31,145.37,GS
2013-05-06,145.92,148.45,GS
2013-05-07,149.41,149.32,GS
2013-05-08,149.13,150.26,GS
2013-05-09,150.1,148.54,GS
2013-05-10,148.57,149.1,GS
2013-05-13,147.67,149.63,GS
2013-05-14,149.5,154.52,GS
2013-05-15,154.04,155.61,GS
2013-05-16,154.73,154.47,GS
2013-05-17,155.41,158.18,GS
2013-05-20,157.58,158.9,GS
2013-05-21,158.67,160.73,GS
2013-05-22,160.61,159.34,GS
2013-05-23,156.36,157.41,GS
2013-05-24,155.57,158.72,GS
2013-05-28,160.92,160.7,GS
2013-05-29,159.74,162.87,GS
2013-05-30,162.66,164.35,GS
2013-05-31,163.95,162.08,GS
2013-06-03,161.56,163.56,GS
2013-06-04,163.46,161.68,GS
2013-06-05,161.43,158.3,GS
2013-06-06,158.3,159.68,GS
2013-06-07,160.97,166.01,GS
2013-06-10,166.7,167.49,GS
2013-06-11,165.35,163.31,GS
2013-06-12,164.98,161.86,GS
2013-06-13,161.2,165.82,GS
2013-06-14,165.74,162.92,GS
2013-06-17,164.08,164.11,GS
2013-06-18,164.15,164.15,GS
2013-06-19,164.16,161.56,GS
2013-06-20,159.15,155.41,GS
2013-06-21,157.0,154.25,GS
2013-06-24,151.99,150.78,GS
2013-06-25,152.45,153.06,GS
