Date,Open,Close,Ticker,CloseClass
2013-01-03,-0.00533570475767,-0.0020152261531571,JPM,-1
2013-01-04,-0.0064818953956191,0.017724927080996,JPM,1
2013-01-07,0.014398200224972,0.0011022927689594,JPM,1
2013-01-08,0.0068751386116655,0.0019819423034575,JPM,1
2013-01-09,0.0035242290748899,-0.00065934065934068,JPM,-1
2013-01-10,0.007243195785777,0.014954915328788,JPM,1
2013-01-11,0.0017432991937241,-0.00021668472372693,JPM,-1
2013-01-14,-0.001740265390472,-0.0056350238404854,JPM,-1
2013-01-15,-0.0087164959686206,0.010244115082825,JPM,1
2013-01-16,0.0092327984172344,0.010140237324703,JPM,1
2013-01-17,0.01067305597909,-0.0081161896625374,JPM,-1
2013-01-18,-0.00043103448275853,0.00043066322136096,JPM,1
2013-01-22,-0.0028029322984045,0.0017219113215669,JPM,1
2013-01-23,-0.0004324324324325,-0.0066609368285346,JPM,-1
2013-01-24,0.00021630975557009,0.0030283365779797,JPM,1
2013-01-25,0.010813148788927,0.017036877291352,JPM,1
2013-01-28,0.0021394950791613,-0.011026293469041,JPM,-1
2013-01-29,-0.011955593509821,0.010291595197256,JPM,1
2013-01-30,0.016421780466724,0.00021222410865885,JPM,1
2013-01-31,-0.00063775510204084,-0.0016974326331425,JPM,-1
2013-02-01,0.0082961072112317,0.017003188097768,JPM,1
2013-02-04,0.0029535864978903,-0.0035527690700105,JPM,-1
2013-02-05,0.0084139671855279,0.023280201342282,JPM,1
2013-02-06,0.010012515644556,-0.0036892805902849,JPM,-1
2013-02-07,0.0047501032631144,-0.0078173215387781,JPM,-1
2013-02-08,-0.0065775950668037,0.0082935931992537,JPM,1
2013-02-11,0.0037243947858473,0.00061690314620592,JPM,1
2013-02-12,0.0059781488352917,0.0098643649815044,JPM,1
2013-02-13,0.011270491803279,-0.0093610093610094,JPM,-1
2013-02-14,-0.019250253292807,0.011092851273624,JPM,1
2013-02-15,0.019628099173554,-0.0069077610727346,JPM,-1
2013-02-19,-0.0046605876393111,0.011661211129296,JPM,1
2013-02-20,0.0046824104234528,-0.016986855409505,JPM,-1
2013-02-21,-0.019047619047619,-0.0074058835630529,JPM,-1
2013-02-22,0.0045445155959514,0.013678756476684,JPM,1
2013-02-25,0.009664815957228,-0.024739317113065,JPM,-1
2013-02-26,-0.017922606924644,-0.0020964360587002,JPM,-1
2013-02-27,-0.0076731646619659,0.035294117647059,JPM,1
2013-02-28,0.027377220480669,-0.0073051948051948,JPM,-1
2013-03-01,-0.011391375101709,-0.00020441537203608,JPM,-1
2013-03-04,0.0026748971193415,0.0038846861582499,JPM,1
2013-03-05,0.015596142006977,0.0079429735234216,JPM,1
2013-03-06,0.0078803798747222,0.010911295211154,JPM,1
2013-03-07,0.0034081796311146,0.01199280431741,JPM,1
2013-03-08,0.010789210789211,-0.0084929883468299,JPM,-1
2013-03-11,-0.0071160308361338,0.0055776892430278,JPM,1
2013-03-12,0.0023890105514634,-0.0039619651347067,JPM,-1
2013-03-13,-0.0011916583912612,-0.0023866348448688,JPM,-1
2013-03-14,-0.00079538675681048,0.016746411483254,JPM,1
2013-03-15,-0.0055721393034826,-0.01921568627451,JPM,-1
2013-03-18,-0.015609365619372,-0.010195921631348,JPM,-1
2013-03-19,0.0093514942061395,-0.0062613613411431,JPM,-1
2013-03-20,-0.0016112789526686,-0.0016260162601627,JPM,-1
2013-03-21,-0.015735323784547,-0.015675895765472,JPM,-1
2013-03-22,-0.0032793605246976,0.0088934850051706,JPM,1
2013-03-25,0.0084310096648159,-0.005330053300533,JPM,-1
2013-03-26,-0.0061174551386623,0.0024732069249793,JPM,1
2013-03-27,-0.011079195732458,-0.017886513157895,JPM,-1
2013-03-28,-0.0074688796680498,-0.0064894285116182,JPM,-1
2013-04-01,-0.0060618729096991,0.00779603876949,JPM,1
2013-04-02,0.0096740273396425,0.0094083211373615,JPM,1
2013-04-03,0.0004165798791919,-0.029618889809445,JPM,-1
2013-04-04,-0.022277743077243,0.013660618996798,JPM,1
2013-04-05,-0.0036201022146508,0.008843967150979,JPM,1
2013-04-08,0.023723017738833,0.013984554372782,JPM,1
2013-04-09,0.017536534446764,0.0020584602717168,JPM,1
2013-04-10,0.0041034058268362,0.011709120788825,JPM,1
2013-04-11,0.0055169595422968,0.0012182741116752,JPM,1
2013-04-12,-0.0062995326153221,-0.0060839586290814,JPM,-1
2013-04-15,-0.010429447852761,-0.022036319118547,JPM,-1
2013-04-16,0.00082661706964247,0.011683705403714,JPM,1
2013-04-17,-0.0066074747057609,-0.035058775005156,JPM,-1
2013-04-18,-0.02722926626481,-0.0032058132079504,JPM,-1
2013-04-19,0.0074786324786325,0.012650085763293,JPM,1
2013-04-22,0.0053022269353128,0.0025407579928013,JPM,1
2013-04-23,0.0059071729957806,0.017317845828933,JPM,1
2013-04-24,0.013422818791946,0.011417894955366,JPM,1
2013-04-25,0.014486754966887,0.0057471264367816,JPM,1
