Date,Close,Ticker
2013-09-16,75.6,AXP
2013-09-17,76.92,AXP
2013-09-18,77.64,AXP
2013-09-19,77.57,AXP
2013-09-20,77.32,AXP
2013-09-23,76.44,AXP
2013-09-24,76.07,AXP
2013-09-25,75.99,AXP
2013-09-26,76.32,AXP
2013-09-27,75.89,AXP
2013-09-30,75.52,AXP
2013-10-01,75.93,AXP
2013-10-02,74.58,AXP
2013-10-03,74.02,AXP
2013-10-04,74.31,AXP
2013-10-07,72.94,AXP
2013-10-08,72.22,AXP
2013-10-09,72.22,AXP
2013-10-10,74.66,AXP
2013-10-11,75.4,AXP
2013-10-14,76.07,AXP
2013-10-15,75.25,AXP
2013-10-16,76.32,AXP
2013-10-17,80.23,AXP
2013-10-18,80.52,AXP
2013-10-21,80.4,AXP
2013-10-22,80.87,AXP
2013-10-23,80.63,AXP
2013-10-24,80.9,AXP
2013-10-25,82.61,AXP
2013-10-28,82.76,AXP
2013-10-29,83.66,AXP
2013-10-30,83.1,AXP
2013-10-31,81.8,AXP
2013-11-01,82.16,AXP
2013-11-04,81.93,AXP
2013-11-05,81.9,AXP
2013-11-06,82.12,AXP
2013-11-07,80.92,AXP
2013-11-08,81.78,AXP
2013-11-11,81.4,AXP
2013-11-12,81.03,AXP
2013-11-13,81.44,AXP
2013-11-14,81.89,AXP
2013-11-15,82.8,AXP
2013-11-18,82.34,AXP
2013-11-19,82.46,AXP
2013-11-20,82.25,AXP
2013-11-21,83.95,AXP
2013-11-22,83.85,AXP
2013-11-25,84.59,AXP
2013-11-26,85.09,AXP
2013-11-27,85.59,AXP
2013-11-29,85.8,AXP
2013-12-02,85.29,AXP
2013-12-03,84.61,AXP
2013-12-04,84.5,AXP
2013-12-05,84.54,AXP
2013-12-06,85.93,AXP
2013-12-09,85.75,AXP
2013-12-10,85.29,AXP
2013-12-11,83.9,AXP
2013-12-12,83.3,AXP
2013-12-13,83.68,AXP
2013-12-16,84.52,AXP
2013-12-17,84.11,AXP
2013-12-18,85.99,AXP
2013-12-19,86.41,AXP
2013-12-20,87.57,AXP
2013-12-23,88.31,AXP
2013-12-24,88.69,AXP
2013-12-26,89.0,AXP
2013-12-27,89.19,AXP
2013-12-30,89.59,AXP
2013-12-31,90.73,AXP
2014-01-02,89.45,AXP
2014-01-03,89.74,AXP
2014-01-06,89.7,AXP
2014-01-07,89.36,AXP
2014-01-08,89.41,AXP
2014-01-09,88.88,AXP
2014-01-10,88.55,AXP
2014-01-13,86.99,AXP
2014-01-14,87.12,AXP
2014-01-15,88.25,AXP
2014-01-16,87.78,AXP
2014-01-17,90.97,AXP
2014-01-21,90.59,AXP
2014-01-22,91.13,AXP
2014-01-23,89.17,AXP
2014-01-24,86.95,AXP
2014-01-27,85.72,AXP
2014-01-28,86.64,AXP
2014-01-29,85.55,AXP
2014-01-30,86.62,AXP
2014-01-31,85.02,AXP
2014-02-03,82.86,AXP
2014-02-04,84.0,AXP
2014-02-05,83.72,AXP
2014-02-06,85.69,AXP
2014-02-07,87.0,AXP
2014-02-10,88.34,AXP
2014-02-11,88.58,AXP
2014-02-12,89.02,AXP
2014-02-13,88.9,AXP
2014-02-14,89.0,AXP
2014-02-18,89.02,AXP
2014-02-19,88.84,AXP
2014-02-20,89.01,AXP
2014-02-21,88.75,AXP
2014-02-24,89.92,AXP
2014-02-25,89.91,AXP
2014-02-26,89.73,AXP
2014-02-27,90.29,AXP
2014-02-28,91.28,AXP
2014-03-03,89.97,AXP
2014-03-04,92.61,AXP
2014-03-05,92.14,AXP
2014-03-06,93.52,AXP
2014-03-07,93.86,AXP
2014-03-10,93.7,AXP
2014-03-11,93.2,AXP
2014-03-12,92.9,AXP
2014-03-13,90.69,AXP
2014-03-14,90.17,AXP
2014-03-17,91.26,AXP
2014-03-18,91.59,AXP
2014-03-19,90.73,AXP
2014-03-20,91.69,AXP
2014-03-21,91.52,AXP
2014-03-24,91.01,AXP
2014-03-25,90.84,AXP
2014-03-26,89.66,AXP
2014-03-27,89.99,AXP
2014-03-28,90.46,AXP
2014-03-31,90.03,AXP
2014-04-01,91.17,AXP
2014-04-02,90.4,AXP
2014-04-03,90.98,AXP
2014-04-04,89.17,AXP
2014-04-07,86.6,AXP
2014-04-08,86.49,AXP
2014-04-09,88.72,AXP
2014-04-10,85.36,AXP
2014-04-11,84.54,AXP
2014-04-14,85.5,AXP
2014-04-15,86.04,AXP
2014-04-16,87.4,AXP
2014-04-17,86.22,AXP
2014-04-21,86.67,AXP
2014-04-22,87.07,AXP
2014-04-23,87.13,AXP
2014-04-24,87.41,AXP
2014-04-25,87.03,AXP
2014-04-28,87.06,AXP
2014-04-29,87.79,AXP
2014-04-30,87.43,AXP
2014-05-01,86.82,AXP
2014-05-02,86.93,AXP
2014-05-05,87.36,AXP
2014-05-06,86.2,AXP
2014-05-07,87.98,AXP
2014-05-08,88.62,AXP
2014-05-09,88.84,AXP
2014-05-12,89.66,AXP
2014-05-13,89.09,AXP
2014-05-14,88.46,AXP
2014-05-15,87.6,AXP
2014-05-16,87.5,AXP
2014-05-19,88.12,AXP
2014-05-20,87.09,AXP
2014-05-21,87.86,AXP
2014-05-22,88.15,AXP
2014-05-23,88.78,AXP
2014-05-27,91.39,AXP
2014-05-28,91.06,AXP
2014-05-29,91.28,AXP
2014-05-30,91.5,AXP
2014-06-02,91.89,AXP
2014-06-03,91.73,AXP
2014-06-04,91.81,AXP
2014-06-05,92.8,AXP
2014-06-06,94.91,AXP
2014-06-09,95.57,AXP
2014-06-10,95.28,AXP
2014-06-11,95.08,AXP
2014-06-12,94.76,AXP
2014-06-13,94.85,AXP
2014-06-16,94.37,AXP
2014-06-17,94.66,AXP
2014-06-18,95.56,AXP
2014-06-19,95.07,AXP
2014-06-20,95.54,AXP
2014-06-23,95.51,AXP
2014-06-24,94.43,AXP
2014-06-25,94.64,AXP
2014-06-26,94.3,AXP
2014-06-27,94.93,AXP
2014-06-30,94.87,AXP
2014-07-01,95.35,AXP
2014-07-02,95.21,AXP
2014-07-03,95.84,AXP
2014-07-07,95.4,AXP
2014-07-08,94.57,AXP
2014-07-09,94.74,AXP
2014-07-10,94.46,AXP
2014-07-11,94.47,AXP
2014-07-14,94.54,AXP
2014-07-15,94.45,AXP
2014-07-16,94.47,AXP
2014-07-17,92.99,AXP
2014-07-18,93.53,AXP
2014-07-21,92.88,AXP
2014-07-22,93.37,AXP
2014-07-23,93.28,AXP
2014-07-24,93.15,AXP
2014-07-25,91.93,AXP
2014-07-28,91.86,AXP
2014-07-29,91.71,AXP
2014-07-30,90.91,AXP
2014-07-31,88.0,AXP
2014-08-01,86.47,AXP
2014-08-04,86.93,AXP
2014-08-05,86.36,AXP
2014-08-06,86.4,AXP
2014-08-07,86.02,AXP
2014-08-08,87.47,AXP
2014-08-11,86.95,AXP
2014-08-12,87.08,AXP
2014-08-13,87.4,AXP
2014-08-14,87.27,AXP
2014-08-15,86.6,AXP
2014-08-18,87.16,AXP
2014-08-19,88.12,AXP
2014-08-20,88.49,AXP
2014-08-21,89.14,AXP
2014-08-22,88.88,AXP
2014-08-25,89.59,AXP
2014-08-26,89.15,AXP
2014-08-27,89.24,AXP
2014-08-28,89.02,AXP
2014-08-29,89.55,AXP
2014-09-02,89.72,AXP
2014-09-03,90.14,AXP
2014-09-04,89.65,AXP
2014-09-05,89.61,AXP
2014-09-08,88.93,AXP
2014-09-09,87.9,AXP
2014-09-10,88.41,AXP
2014-09-11,88.42,AXP
2014-09-12,87.64,AXP
2014-09-15,87.38,AXP
2014-09-16,88.36,AXP
2014-09-17,89.07,AXP
2014-09-18,90.1,AXP
2014-09-19,89.7,AXP
2014-09-22,88.99,AXP
2014-09-23,88.31,AXP
2014-09-24,88.52,AXP
2014-09-25,86.76,AXP
2014-09-26,88.37,AXP
2014-09-29,87.95,AXP
2014-09-30,87.54,AXP
2014-10-01,85.81,AXP
2014-10-02,85.87,AXP
2014-10-03,87.16,AXP
2014-10-06,87.03,AXP
2014-10-07,85.35,AXP
2014-10-08,87.41,AXP
2014-10-09,85.89,AXP
2014-10-10,84.99,AXP
2014-10-13,82.78,AXP
2014-10-14,82.74,AXP
2014-10-15,80.93,AXP
2014-10-16,80.24,AXP
2014-10-17,82.58,AXP
2014-10-20,84.01,AXP
2014-10-21,85.64,AXP
2014-10-22,83.96,AXP
2014-10-23,85.61,AXP
2014-10-24,86.4,AXP
2014-10-27,86.63,AXP
2014-10-28,88.01,AXP
2014-10-29,88.34,AXP
2014-10-30,88.74,AXP
2014-10-31,89.95,AXP
2014-11-03,90.85,AXP
2014-11-04,91.38,AXP
2014-11-05,92.42,AXP
2014-11-06,91.58,AXP
2014-11-07,92.26,AXP
2014-11-10,92.4,AXP
2014-11-11,91.74,AXP
2014-11-12,91.55,AXP
2014-11-13,91.07,AXP
2014-11-14,90.67,AXP
2014-11-17,90.13,AXP
2014-11-18,90.58,AXP
2014-11-19,90.5,AXP
2014-11-20,90.62,AXP
2014-11-21,90.39,AXP
2014-11-24,91.04,AXP
2014-11-25,91.4,AXP
2014-11-26,91.45,AXP
2014-11-28,92.42,AXP
2014-12-01,92.14,AXP
2014-12-02,93.0,AXP
2014-12-03,91.25,AXP
2014-12-04,91.83,AXP
2014-12-05,92.65,AXP
2014-12-08,93.56,AXP
2014-12-09,93.36,AXP
2014-12-10,92.75,AXP
2014-12-11,93.13,AXP
2014-12-12,91.0,AXP
2014-12-15,90.04,AXP
2014-12-16,88.24,AXP
2014-12-17,90.44,AXP
2014-12-18,93.17,AXP
2014-12-19,92.9,AXP
2014-12-22,93.62,AXP
2014-12-23,93.82,AXP
2014-12-24,94.08,AXP
2014-12-26,94.29,AXP
2014-12-29,94.27,AXP
2014-12-30,94.27,AXP
2014-12-31,93.04,AXP
2015-01-02,93.02,AXP
2015-01-05,90.56,AXP
2015-01-06,88.63,AXP
2015-01-07,90.3,AXP
2015-01-08,91.58,AXP
2015-01-09,90.42,AXP
2015-01-12,89.5,AXP
2015-01-13,89.23,AXP
2015-01-14,87.07,AXP
2015-01-15,85.88,AXP
2015-01-16,86.04,AXP
2015-01-20,87.26,AXP
2015-01-21,87.67,AXP
2015-01-22,84.37,AXP
2015-01-23,84.13,AXP
2015-01-26,83.3,AXP
2015-01-27,82.4,AXP
2015-01-28,81.73,AXP
2015-01-29,82.0,AXP
2015-01-30,80.69,AXP
2015-02-02,82.13,AXP
2015-02-03,83.73,AXP
2015-02-04,83.61,AXP
2015-02-05,84.73,AXP
2015-02-06,85.01,AXP
2015-02-09,84.98,AXP
2015-02-10,85.84,AXP
2015-02-11,86.01,AXP
2015-02-12,80.48,AXP
2015-02-13,78.08,AXP
2015-02-17,79.08,AXP
2015-02-18,79.78,AXP
2015-02-19,78.4,AXP
2015-02-20,79.83,AXP
2015-02-23,80.3,AXP
2015-02-24,80.86,AXP
2015-02-25,82.17,AXP
2015-02-26,83.25,AXP
2015-02-27,81.59,AXP
2015-03-02,82.03,AXP
2015-03-03,81.91,AXP
2015-03-04,80.63,AXP
2015-03-05,81.15,AXP
2015-03-06,80.31,AXP
2015-03-09,80.51,AXP
2015-03-10,79.11,AXP
2015-03-11,79.45,AXP
2015-03-12,81.56,AXP
2015-03-13,80.6,AXP
2015-03-16,81.5,AXP
2015-03-17,81.06,AXP
2015-03-18,81.86,AXP
2015-03-19,81.54,AXP
2015-03-20,82.7,AXP
2015-03-23,82.2,AXP
2015-03-24,81.37,AXP
2015-03-25,80.11,AXP
2015-03-26,78.48,AXP
2015-03-27,77.97,AXP
2015-03-30,78.05,AXP
2015-03-31,78.12,AXP
2015-04-01,78.93,AXP
2015-04-02,79.7,AXP
2015-04-06,79.63,AXP
2015-04-07,78.33,AXP
2015-04-08,78.69,AXP
2015-04-09,79.16,AXP
2015-04-10,79.59,AXP
2015-04-13,79.27,AXP
2015-04-14,79.49,AXP
2015-04-15,79.75,AXP
2015-04-16,80.91,AXP
2015-04-17,77.32,AXP
2015-04-20,77.23,AXP
2015-04-21,77.28,AXP
2015-04-22,78.44,AXP
2015-04-23,78.15,AXP
2015-04-24,77.99,AXP
2015-04-27,77.49,AXP
2015-04-28,77.49,AXP
2015-04-29,77.16,AXP
2015-04-30,77.45,AXP
2015-05-01,77.68,AXP
2015-05-04,78.28,AXP
2015-05-05,77.84,AXP
2015-05-06,77.85,AXP
2015-05-07,78.43,AXP
2015-05-08,78.98,AXP
2015-05-11,79.7,AXP
2015-05-12,79.08,AXP
2015-05-13,79.86,AXP
2015-05-14,80.75,AXP
2015-05-15,80.22,AXP
2015-05-18,80.17,AXP
2015-05-19,81.36,AXP
2015-05-20,80.96,AXP
2015-05-21,80.76,AXP
2015-05-22,81.25,AXP
2015-05-26,80.19,AXP
2015-05-27,80.11,AXP
2015-05-28,80.09,AXP
2015-05-29,79.72,AXP
2015-06-01,79.47,AXP
2015-06-02,79.99,AXP
2015-06-03,80.6,AXP
2015-06-04,79.36,AXP
2015-06-05,79.39,AXP
2015-06-08,78.81,AXP
2015-06-09,79.17,AXP
2015-06-10,80.19,AXP
2015-06-11,80.3,AXP
2015-06-12,79.53,AXP
2015-06-15,79.25,AXP
2015-06-16,79.36,AXP
2015-06-17,80.32,AXP
2015-06-18,80.77,AXP
2015-06-19,80.19,AXP
2015-06-22,81.25,AXP
2015-06-23,81.36,AXP
2015-06-24,80.74,AXP
2015-06-25,79.88,AXP
2015-06-26,79.88,AXP
2015-06-29,77.8,AXP
2015-06-30,77.72,AXP
2015-07-01,78.4,AXP
2015-07-02,78.21,AXP
2015-07-06,77.59,AXP
2015-07-07,77.55,AXP
2015-07-08,75.93,AXP
2015-07-09,76.34,AXP
2015-07-10,77.31,AXP
2015-07-13,78.53,AXP
2015-07-14,78.97,AXP
2015-07-15,78.54,AXP
2015-07-16,78.92,AXP
2015-07-17,79.22,AXP
2015-07-20,79.3,AXP
2015-07-21,78.95,AXP
2015-07-22,78.99,AXP
2015-07-23,77.01,AXP
2015-07-24,75.9,AXP
2015-07-27,74.92,AXP
2015-07-28,75.11,AXP
2015-07-29,75.7,AXP
2015-07-30,76.12,AXP
2015-07-31,76.06,AXP
2015-08-03,75.98,AXP
2015-08-04,75.72,AXP
2015-08-05,75.59,AXP
2015-08-06,75.0,AXP
2015-08-07,79.72,AXP
2015-08-10,81.26,AXP
2015-08-11,81.34,AXP
2015-08-12,81.0,AXP
2015-08-13,80.76,AXP
2015-08-14,80.91,AXP
2015-08-17,81.0,AXP
2015-08-18,81.24,AXP
2015-08-19,80.95,AXP
2015-08-20,78.76,AXP
2015-08-21,77.03,AXP
2015-08-24,74.65,AXP
2015-08-25,73.52,AXP
2015-08-26,75.63,AXP
2015-08-27,76.88,AXP
2015-08-28,76.65,AXP
2015-08-31,76.72,AXP
2015-09-01,74.0,AXP
2015-09-02,74.94,AXP
2015-09-03,75.26,AXP
2015-09-04,74.08,AXP
2015-09-08,75.49,AXP
2015-09-09,75.12,AXP
2015-09-10,75.31,AXP
2015-09-11,75.5,AXP
2015-09-14,75.14,AXP
2015-09-15,76.5,AXP
2015-09-16,77.32,AXP
2015-09-17,77.06,AXP
2015-09-18,75.95,AXP
2015-09-21,76.74,AXP
2015-09-22,75.71,AXP
2015-09-23,75.63,AXP
2015-09-24,74.69,AXP
2015-09-25,75.1,AXP
2015-09-28,73.34,AXP
2015-09-29,73.1,AXP
2015-09-30,74.13,AXP
2015-10-01,73.89,AXP
2015-10-02,74.41,AXP
2015-10-05,77.3,AXP
2015-10-06,76.91,AXP
2015-10-07,77.18,AXP
2015-10-08,77.18,AXP
2015-10-09,77.33,AXP
2015-10-12,77.31,AXP
2015-10-13,76.6,AXP
2015-10-14,76.17,AXP
2015-10-15,76.74,AXP
2015-10-16,77.21,AXP
2015-10-19,77.0,AXP
2015-10-20,76.95,AXP
2015-10-21,76.51,AXP
2015-10-22,72.5,AXP
2015-10-23,74.59,AXP
2015-10-26,74.19,AXP
2015-10-27,74.01,AXP
2015-10-28,74.45,AXP
2015-10-29,74.22,AXP
2015-10-30,73.26,AXP
2015-11-02,73.94,AXP
2015-11-03,74.03,AXP
2015-11-04,74.07,AXP
2015-11-05,73.93,AXP
2015-11-06,74.3,AXP
2015-11-09,73.42,AXP
2015-11-10,73.37,AXP
2015-11-11,72.91,AXP
2015-11-12,71.98,AXP
2015-11-13,71.2,AXP
2015-11-16,71.66,AXP
2015-11-17,71.11,AXP
2015-11-18,72.15,AXP
2015-11-19,72.74,AXP
2015-11-20,72.42,AXP
2015-11-23,72.24,AXP
2015-11-24,71.63,AXP
2015-11-25,71.69,AXP
2015-11-27,71.85,AXP
2015-11-30,71.64,AXP
2015-12-01,72.2,AXP
2015-12-02,71.2,AXP
2015-12-03,70.42,AXP
2015-12-04,71.1,AXP
2015-12-07,70.61,AXP
2015-12-08,69.91,AXP
2015-12-09,69.86,AXP
2015-12-10,70.11,AXP
2015-12-11,68.86,AXP
2015-12-14,68.83,AXP
2015-12-15,70.15,AXP
2015-12-16,70.71,AXP
2015-12-17,69.57,AXP
2015-12-18,67.87,AXP
2015-12-21,68.4,AXP
2015-12-22,68.85,AXP
2015-12-23,69.97,AXP
2015-12-24,70.16,AXP
2015-12-28,69.76,AXP
2015-12-29,70.55,AXP
2015-12-30,70.16,AXP
2015-12-31,69.55,AXP
2016-01-04,67.59,AXP
2016-01-05,66.55,AXP
2016-01-06,64.42,AXP
2016-01-07,63.84,AXP
2016-01-08,63.63,AXP
2016-01-11,64.05,AXP
2016-01-12,64.4,AXP
2016-01-13,62.85,AXP
2016-01-14,63.29,AXP
2016-01-15,62.91,AXP
2016-01-19,62.64,AXP
2016-01-20,63.03,AXP
2016-01-21,62.64,AXP
2016-01-22,55.06,AXP
2016-01-25,55.02,AXP
2016-01-26,55.09,AXP
2016-01-27,54.52,AXP
2016-01-28,52.88,AXP
2016-01-29,53.5,AXP
2016-02-01,54.7,AXP
2016-02-02,53.66,AXP
2016-02-03,54.11,AXP
2016-02-04,54.38,AXP
2016-02-05,53.98,AXP
2016-02-08,52.4,AXP
2016-02-09,52.63,AXP
2016-02-10,52.29,AXP
2016-02-11,51.11,AXP
2016-02-12,52.66,AXP
2016-02-16,53.18,AXP
2016-02-17,53.61,AXP
2016-02-18,54.15,AXP
2016-02-19,54.71,AXP
2016-02-22,55.63,AXP
2016-02-23,55.11,AXP
2016-02-24,54.64,AXP
2016-02-25,55.39,AXP
2016-02-26,55.38,AXP
2016-02-29,55.58,AXP
2016-03-01,56.8,AXP
2016-03-02,57.12,AXP
2016-03-03,58.09,AXP
2016-03-04,58.29,AXP
2016-03-07,59.0,AXP
2016-03-08,59.43,AXP
2016-03-09,59.05,AXP
2016-03-10,58.75,AXP
2016-03-11,59.46,AXP
2016-03-14,59.57,AXP
2016-03-15,59.23,AXP
2016-03-16,59.7,AXP
2016-03-17,60.08,AXP
2016-03-18,61.22,AXP
2016-03-21,61.21,AXP
2016-03-22,60.61,AXP
2016-03-23,60.63,AXP
2016-03-24,60.47,AXP
2016-03-28,60.28,AXP
2016-03-29,60.6,AXP
2016-03-30,60.29,AXP
2016-03-31,61.4,AXP
2016-04-01,61.1,AXP
2016-04-04,60.62,AXP
2016-04-05,60.19,AXP
2016-04-06,59.88,AXP
2016-04-07,58.86,AXP
2016-04-08,59.5,AXP
2016-04-11,59.8,AXP
2016-04-12,60.68,AXP
2016-04-13,62.16,AXP
2016-04-14,62.51,AXP
2016-04-15,62.14,AXP
2016-04-18,62.59,AXP
2016-04-19,63.57,AXP
2016-04-20,65.02,AXP
2016-04-21,65.61,AXP
2016-04-22,65.93,AXP
2016-04-25,65.7,AXP
2016-04-26,66.2,AXP
2016-04-27,66.23,AXP
2016-04-28,65.84,AXP
2016-04-29,65.43,AXP
2016-05-02,65.68,AXP
2016-05-03,64.85,AXP
2016-05-04,64.26,AXP
2016-05-05,63.92,AXP
2016-05-06,64.51,AXP
2016-05-09,63.98,AXP
2016-05-10,64.84,AXP
2016-05-11,64.59,AXP
2016-05-12,64.34,AXP
2016-05-13,64.12,AXP
2016-05-16,64.07,AXP
2016-05-17,62.76,AXP
2016-05-18,63.52,AXP
2016-05-19,62.74,AXP
2016-05-20,63.92,AXP
2016-05-23,63.59,AXP
2016-05-24,64.87,AXP
2016-05-25,65.31,AXP
2016-05-26,65.23,AXP
2016-05-27,65.52,AXP
2016-05-31,65.76,AXP
2016-06-01,65.91,AXP
2016-06-02,66.41,AXP
2016-06-03,65.49,AXP
2016-06-06,65.94,AXP
2016-06-07,65.89,AXP
2016-06-08,66.26,AXP
2016-06-09,65.71,AXP
2013-01-02,77.07,BA
2013-01-03,77.47,BA
2013-01-04,77.69,BA
2013-01-07,76.13,BA
2013-01-08,74.13,BA
2013-01-09,76.76,BA
2013-01-10,77.09,BA
2013-01-11,75.16,BA
2013-01-14,76.55,BA
2013-01-15,76.94,BA
2013-01-16,74.34,BA
2013-01-17,75.26,BA
2013-01-18,75.04,BA
2013-01-22,74.16,BA
2013-01-23,74.29,BA
2013-01-24,75.32,BA
2013-01-25,75.03,BA
2013-01-28,74.0,BA
2013-01-29,73.65,BA
2013-01-30,74.59,BA
2013-01-31,73.87,BA
2013-02-01,74.87,BA
2013-02-04,75.21,BA
2013-02-05,75.89,BA
2013-02-06,76.29,BA
2013-02-07,77.43,BA
2013-02-08,76.56,BA
2013-02-11,75.87,BA
2013-02-12,75.99,BA
2013-02-13,74.78,BA
2013-02-14,74.93,BA
2013-02-15,75.03,BA
2013-02-19,74.65,BA
2013-02-20,74.78,BA
2013-02-21,76.01,BA
2013-02-22,76.66,BA
2013-02-25,75.03,BA
2013-02-26,75.65,BA
2013-02-27,77.36,BA
2013-02-28,76.9,BA
2013-03-01,77.28,BA
2013-03-04,77.09,BA
2013-03-05,78.66,BA
2013-03-06,79.08,BA
2013-03-07,81.05,BA
2013-03-08,81.23,BA
2013-03-11,82.94,BA
2013-03-12,84.16,BA
2013-03-13,84.75,BA
2013-03-14,84.62,BA
2013-03-15,86.43,BA
2013-03-18,85.18,BA
2013-03-19,85.51,BA
2013-03-20,85.37,BA
2013-03-21,84.33,BA
2013-03-22,84.82,BA
2013-03-25,84.85,BA
2013-03-26,86.62,BA
2013-03-27,86.2,BA
2013-03-28,85.85,BA
2013-04-01,85.25,BA
2013-04-02,84.09,BA
2013-04-03,84.36,BA
2013-04-04,84.95,BA
2013-04-05,86.17,BA
2013-04-08,86.75,BA
2013-04-09,87.21,BA
2013-04-10,87.82,BA
2013-04-11,88.53,BA
2013-04-12,88.89,BA
